id,age,income,loan_amount,loan_term,credit_score,employment_status,loan_purpose,existing_loans,income_variability,loan_status
9552,47,7877,13507,36,359,Self-Employed,Business,2,High,1
9553,38,12720,18573,12,360,Unemployed,Home,4,High,1
9554,52,4520,33698,60,394,Self-Employed,Car,1,Low,1
9555,52,6408,47478,12,774,Employed,Car,1,High,1
9556,56,11653,23318,24,339,Unemployed,Home,3,Low,1
9557,56,2951,43719,12,645,Unemployed,Education,1,Low,1
9558,41,2964,9344,24,626,Self-Employed,Business,3,Low,1
9559,52,4134,35992,12,736,Self-Employed,Business,4,High,1
9560,51,6454,45194,24,705,Self-Employed,Car,0,High,1
9561,57,10886,14993,12,510,Self-Employed,Home,4,Low,1
9562,36,4244,44102,60,337,Self-Employed,Home,3,High,0
9563,34,4803,24006,60,767,Unemployed,Car,0,High,1
9564,44,5911,14048,48,616,Self-Employed,Home,3,Low,0
9565,45,13216,26949,12,510,Employed,Car,1,High,0
9566,55,3408,15068,36,382,Self-Employed,Education,3,High,0
9567,37,7237,22909,48,655,Unemployed,Business,0,Low,0
9568,62,6593,36335,12,838,Employed,Education,3,Low,1
9569,24,13170,39184,36,508,Unemployed,Home,2,Low,1
9570,31,10051,6794,60,575,Self-Employed,Business,2,High,1
9571,35,10653,32641,60,791,Unemployed,Car,4,High,0
9572,50,9663,7720,60,597,Unemployed,Car,4,Low,0
9573,44,11809,11826,36,357,Self-Employed,Business,0,Low,0
9574,22,9113,33780,24,595,Unemployed,Education,3,Low,1
9575,63,10142,44563,12,758,Unemployed,Education,1,Low,0
9576,54,8377,42844,48,695,Unemployed,Car,0,Low,1
9577,43,10608,11369,48,673,Employed,Home,0,Low,1
9578,51,7601,46312,60,361,Unemployed,Car,0,Low,0
9579,57,3388,49191,24,745,Self-Employed,Home,4,Low,1
9580,33,8296,47387,12,386,Self-Employed,Home,0,High,1
9581,53,6367,10826,12,698,Unemployed,Business,3,Low,0
9582,27,14679,7192,48,423,Self-Employed,Business,0,Low,1
9583,52,12786,24920,48,818,Employed,Car,1,Low,1
9584,27,11938,28683,48,582,Self-Employed,Business,0,Low,1
9585,62,13693,30692,12,813,Self-Employed,Car,4,High,0
9586,58,13051,40088,48,456,Unemployed,Business,4,Low,1
9587,64,5978,29255,12,525,Employed,Education,1,Low,1
9588,33,6490,21917,60,693,Employed,Education,0,High,0
9589,44,14949,14409,24,565,Self-Employed,Education,0,Low,0
9590,48,2852,20529,48,565,Self-Employed,Business,0,Low,1
9591,52,13482,19795,12,848,Unemployed,Home,4,Low,1
9592,63,8377,16180,60,587,Unemployed,Business,0,Low,1
9593,38,11903,26735,36,591,Employed,Education,4,High,1
9594,54,8501,23363,60,619,Unemployed,Car,4,Low,1
9595,54,12717,23460,24,772,Employed,Home,3,High,1
9596,58,13838,49036,60,698,Employed,Education,2,Low,0
9597,21,10114,15136,48,372,Self-Employed,Business,4,High,1
9598,63,12222,16291,48,827,Employed,Car,2,Low,1
9599,62,10428,44009,36,382,Employed,Business,3,Low,1
9600,51,3056,17549,12,473,Employed,Car,2,Low,1
9601,21,4260,17021,60,727,Employed,Education,2,Low,1
9602,36,12618,9114,36,590,Self-Employed,Car,1,Low,0
9603,59,11217,7584,48,680,Unemployed,Car,1,Low,0
9604,35,2908,14740,12,662,Unemployed,Car,2,Low,0
9605,53,2449,39256,12,485,Employed,Education,4,Low,0
9606,43,2568,25043,24,304,Unemployed,Car,0,Low,1
9607,61,5498,35743,48,561,Unemployed,Business,0,High,0
9608,54,13052,18319,12,478,Employed,Home,3,Low,0
9609,37,12518,37995,24,441,Employed,Business,4,High,0
9610,45,14501,25855,24,567,Unemployed,Car,2,High,1
9611,62,7870,10242,48,769,Self-Employed,Car,1,Low,1
9612,26,3308,29007,12,367,Unemployed,Education,0,High,0
9613,51,2717,34407,12,406,Employed,Business,2,Low,0
9614,25,11161,19850,60,736,Unemployed,Car,0,Low,1
9615,60,5345,26312,12,330,Unemployed,Education,1,Low,0
9616,60,9214,19094,24,846,Self-Employed,Education,1,Low,1
9617,50,9682,45083,36,820,Unemployed,Education,4,High,1
9618,25,12677,17988,48,341,Unemployed,Education,2,Low,0
9619,32,13847,18198,36,486,Employed,Car,2,Low,1
9620,27,4718,5698,12,600,Self-Employed,Car,3,Low,0
9621,33,11095,5437,24,560,Unemployed,Education,3,High,1
9622,24,11642,27203,36,789,Unemployed,Education,1,High,1
9623,62,3455,20995,48,556,Employed,Business,4,High,0
9624,23,9297,43948,60,366,Employed,Education,2,Low,1
9625,32,9035,14876,36,519,Self-Employed,Education,4,High,1
9626,21,6230,23537,60,622,Self-Employed,Car,1,High,1
9627,47,2531,17902,12,358,Self-Employed,Home,1,High,1
9628,63,4267,27759,12,477,Employed,Business,3,Low,1
9629,33,2332,32490,48,760,Employed,Car,3,High,1
9630,37,7249,26520,60,589,Employed,Education,2,Low,0
9631,28,9199,10278,60,411,Employed,Education,4,High,1
9632,52,7721,38727,48,623,Self-Employed,Education,1,Low,1
9633,40,11513,15031,36,481,Self-Employed,Business,3,Low,1
9634,37,10012,29853,48,765,Self-Employed,Education,4,Low,0
9635,54,9928,25604,12,523,Employed,Home,1,High,1
9636,55,14244,45355,60,697,Employed,Business,4,High,1
9637,55,11900,30919,24,459,Employed,Business,0,High,1
9638,58,8500,26154,24,753,Employed,Education,0,Low,1
9639,62,13718,13906,12,662,Unemployed,Business,3,High,0
9640,44,2400,19298,60,302,Self-Employed,Business,0,High,0
9641,38,9039,47465,60,659,Self-Employed,Home,1,High,0
9642,59,13822,6347,48,614,Unemployed,Car,3,Low,1
9643,53,13229,10008,36,321,Self-Employed,Home,4,High,1
9644,43,5991,29553,48,720,Employed,Car,2,High,1
9645,45,11670,32018,24,425,Self-Employed,Home,0,High,0
9646,57,12106,9868,60,704,Employed,Education,0,Low,1
9647,47,3057,35905,36,567,Employed,Home,3,High,1
9648,21,9933,8960,48,405,Employed,Business,1,Low,1
9649,41,4993,14944,36,844,Unemployed,Business,0,Low,1
9650,30,10233,7505,24,470,Self-Employed,Business,4,Low,1
9651,51,12362,28759,36,604,Employed,Education,1,Low,1
9652,64,2026,23121,60,633,Self-Employed,Home,0,Low,1
9653,45,5533,24063,36,317,Unemployed,Car,0,High,0
9654,40,4618,36559,36,699,Self-Employed,Home,4,Low,1
9655,22,11362,10760,48,467,Self-Employed,Home,0,High,0
9656,35,8639,46871,36,634,Self-Employed,Car,1,Low,0
9657,48,13890,18081,36,454,Self-Employed,Home,2,High,1
9658,33,8629,38126,24,675,Unemployed,Business,2,Low,1
9659,34,9627,35961,36,380,Self-Employed,Car,0,Low,1
9660,22,9042,43721,48,749,Employed,Home,3,Low,1
9661,54,10902,38844,48,609,Unemployed,Car,1,Low,0
9662,55,13391,19088,60,654,Self-Employed,Car,2,Low,1
9663,57,12615,12236,24,623,Self-Employed,Education,3,Low,1
9664,45,4018,43439,12,527,Employed,Car,2,High,1
9665,35,14952,27148,60,490,Unemployed,Car,3,High,0
9666,32,6878,42742,36,596,Unemployed,Education,0,Low,1
9667,29,4898,41295,24,488,Employed,Education,3,High,0
9668,51,8075,47564,60,492,Self-Employed,Business,0,Low,1
9669,34,4047,38843,48,812,Self-Employed,Business,3,Low,1
9670,49,7202,25432,24,308,Unemployed,Car,3,High,1
9671,63,3558,21712,24,442,Unemployed,Education,3,High,1
9672,58,13786,19433,36,786,Self-Employed,Car,1,Low,0
9673,62,3722,32808,24,493,Employed,Car,2,Low,1
9674,28,6052,41245,24,821,Employed,Home,3,High,1
9675,23,3651,44892,12,732,Self-Employed,Car,0,High,1
9676,22,7222,22386,36,438,Employed,Education,3,Low,1
9677,36,3778,30152,24,329,Unemployed,Home,1,Low,0
9678,39,2683,29902,24,578,Self-Employed,Home,1,High,0
9679,50,11471,37662,12,341,Employed,Education,1,Low,1
9680,61,12486,19702,12,527,Employed,Business,3,Low,0
9681,36,4010,40589,48,779,Unemployed,Education,3,Low,1
9682,51,11407,47425,36,716,Unemployed,Home,3,Low,0
9683,48,4582,49185,12,500,Self-Employed,Education,2,High,1
9684,24,12085,31857,24,620,Unemployed,Education,3,Low,0
9685,30,10505,23764,12,667,Unemployed,Business,4,High,0
9686,38,9443,13686,60,625,Self-Employed,Car,1,Low,1
9687,52,14186,7416,48,609,Employed,Education,3,Low,1
9688,50,7492,30729,48,660,Unemployed,Car,2,Low,0
9689,56,2443,37671,36,827,Self-Employed,Education,0,High,0
9690,29,3671,7142,48,602,Unemployed,Education,1,Low,1
9691,56,13108,24772,36,578,Unemployed,Business,3,Low,1
9692,49,5266,30377,60,620,Employed,Education,3,Low,1
9693,36,9425,48002,24,776,Unemployed,Business,0,High,0
9694,48,7909,5207,60,603,Unemployed,Education,2,Low,0
9695,41,14869,15846,36,818,Unemployed,Home,4,Low,0
9696,22,9014,46432,36,355,Employed,Home,0,Low,0
9697,55,7479,26511,36,491,Unemployed,Business,2,Low,0
9698,48,14835,29711,24,321,Self-Employed,Education,2,Low,1
9699,56,13287,42124,36,379,Self-Employed,Home,3,Low,0
9700,51,9819,30746,60,583,Employed,Education,3,Low,0
9701,53,14752,11024,24,727,Employed,Business,1,High,1
9702,43,7141,35392,60,402,Employed,Education,3,High,1
9703,61,12056,45373,24,441,Unemployed,Car,3,High,1
9704,37,2715,39204,36,702,Employed,Business,2,Low,1
9705,21,2891,49531,24,461,Self-Employed,Business,3,Low,0
9706,62,5807,27759,12,515,Self-Employed,Car,3,Low,0
9707,43,2500,31724,60,777,Unemployed,Education,3,High,0
9708,47,12974,46466,12,550,Unemployed,Home,4,Low,0
9709,45,4640,15797,12,709,Unemployed,Business,4,Low,1
9710,52,14694,30021,36,618,Unemployed,Business,1,Low,1
9711,39,11545,40549,36,687,Self-Employed,Home,0,Low,0
9712,44,10894,38211,12,384,Self-Employed,Education,2,Low,0
9713,23,4333,47500,24,814,Employed,Home,1,Low,1
9714,32,4194,48730,36,304,Unemployed,Education,2,Low,1
9715,55,8937,38334,60,534,Self-Employed,Car,0,Low,1
9716,35,12201,24986,12,712,Self-Employed,Home,0,Low,1
9717,37,10575,23320,60,674,Employed,Business,1,Low,1
9718,52,12250,41951,60,574,Self-Employed,Home,4,Low,1
9719,27,12515,45694,60,670,Self-Employed,Business,4,Low,1
9720,39,11077,47612,12,831,Unemployed,Car,4,Low,1
9721,27,3591,43569,48,693,Employed,Education,3,Low,0
9722,25,7059,21021,36,303,Unemployed,Business,3,Low,1
9723,60,6398,26199,60,833,Unemployed,Home,1,Low,1
9724,41,12443,10500,12,823,Employed,Car,3,Low,1
9725,27,6440,34666,48,705,Employed,Business,2,Low,1
9726,57,3783,10402,12,712,Unemployed,Home,1,Low,0
9727,43,7385,28371,36,488,Unemployed,Car,1,High,1
9728,31,6117,42549,12,616,Unemployed,Home,0,Low,0
9729,30,8982,40454,24,838,Unemployed,Education,0,Low,1
9730,41,4583,20515,24,730,Employed,Business,1,High,1
9731,61,11921,22587,60,639,Self-Employed,Home,4,Low,1
9732,53,10454,42824,12,818,Employed,Car,0,High,0
9733,40,12823,48897,12,729,Self-Employed,Education,3,High,0
9734,53,14018,12057,60,726,Employed,Home,1,Low,1
9735,60,4430,17099,60,821,Unemployed,Business,2,Low,0
9736,55,7669,27097,48,814,Self-Employed,Car,1,Low,0
9737,54,9060,10183,12,599,Employed,Car,2,Low,0
9738,56,10583,25463,36,353,Employed,Education,0,Low,1
9739,47,4936,36060,36,461,Employed,Home,4,High,1
9740,39,13864,21696,36,748,Unemployed,Education,2,Low,1
9741,63,10731,13354,60,510,Employed,Car,4,Low,0
9742,25,11307,22912,60,746,Employed,Business,2,High,1
9743,49,8709,34361,60,369,Unemployed,Car,4,High,0
9744,30,11075,26880,36,600,Self-Employed,Home,2,Low,1
9745,60,6323,47525,48,367,Self-Employed,Car,1,Low,1
9746,33,8616,20760,24,581,Unemployed,Business,1,High,1
9747,49,4419,9768,12,453,Self-Employed,Business,0,High,1
9748,25,3399,28951,24,761,Employed,Education,1,Low,1
9749,32,11768,38166,12,523,Employed,Car,3,Low,1
9750,33,4084,22431,60,667,Self-Employed,Home,0,Low,1
9751,42,9804,23326,36,488,Self-Employed,Business,1,Low,1
9752,60,14978,32706,24,685,Self-Employed,Business,1,High,0
9753,35,8987,38007,60,340,Unemployed,Home,3,High,0
9754,33,7156,31934,12,816,Self-Employed,Car,4,High,1
9755,21,7309,44232,24,429,Unemployed,Business,1,High,1
9756,58,3535,38439,24,321,Self-Employed,Education,2,Low,1
9757,63,6753,37224,24,340,Unemployed,Business,4,Low,1
9758,21,10281,29303,24,452,Unemployed,Home,2,Low,1
9759,31,9048,40229,24,649,Employed,Car,4,Low,0
9760,63,6190,32969,60,308,Self-Employed,Business,2,Low,1
9761,60,3654,25532,12,346,Employed,Business,1,Low,0
9762,42,12093,38855,12,629,Employed,Car,2,Low,1
9763,55,12871,11776,48,302,Unemployed,Car,1,High,0
9764,64,9553,14334,36,708,Unemployed,Education,3,Low,1
9765,26,12362,42892,24,335,Unemployed,Business,2,Low,1
9766,48,9452,33484,12,542,Unemployed,Education,0,Low,0
9767,51,10557,33831,36,733,Employed,Education,0,Low,1
9768,28,5960,49919,36,717,Unemployed,Home,2,Low,1
9769,25,8834,28665,60,518,Employed,Business,1,High,0
9770,62,12564,34205,24,500,Employed,Car,4,Low,1
9771,64,7091,12054,48,693,Self-Employed,Education,3,Low,1
9772,37,2518,48468,36,838,Self-Employed,Home,2,Low,0
9773,58,5710,6028,60,568,Unemployed,Home,3,Low,0
9774,29,2829,15368,24,423,Employed,Business,1,Low,1
9775,30,12825,26435,12,699,Employed,Home,0,Low,1
9776,40,8627,22054,48,580,Employed,Home,1,Low,0
9777,34,10462,42362,24,732,Self-Employed,Business,1,Low,1
9778,34,9988,19611,60,699,Employed,Education,2,Low,1
9779,46,4986,18394,60,301,Employed,Home,3,Low,0
9780,49,13730,39623,60,628,Employed,Education,4,High,1
9781,47,14756,35748,60,682,Self-Employed,Education,3,Low,1
9782,45,8775,36724,60,377,Unemployed,Education,4,Low,0
9783,36,8690,48038,48,631,Unemployed,Car,0,High,0
9784,56,6814,31582,36,462,Unemployed,Business,3,Low,1
9785,54,11199,18597,36,449,Self-Employed,Business,4,Low,1
9786,36,12509,14880,12,804,Self-Employed,Education,3,Low,1
9787,53,10796,25815,36,449,Unemployed,Home,1,Low,0
9788,23,14665,21953,60,346,Unemployed,Car,0,Low,1
9789,43,2176,27840,36,661,Self-Employed,Car,3,High,0
9790,31,12513,17886,36,673,Unemployed,Business,1,High,1
9791,38,11906,16966,60,394,Employed,Car,1,High,1
9792,61,10828,30440,48,400,Self-Employed,Education,0,Low,0
9793,64,8170,11514,60,689,Unemployed,Education,3,High,1
9794,49,4623,42668,36,381,Unemployed,Business,2,Low,1
9795,25,14347,10349,36,712,Self-Employed,Business,2,Low,0
9796,44,4778,6029,12,302,Self-Employed,Car,2,Low,0
9797,49,5752,11616,60,312,Employed,Home,1,Low,1
9798,49,10852,39764,12,463,Self-Employed,Car,3,Low,0
9799,46,6365,30824,12,644,Self-Employed,Business,4,High,0
9800,60,13379,31712,24,465,Employed,Education,3,Low,1
9801,23,6340,23471,12,374,Unemployed,Education,0,High,0
9802,22,6755,30256,36,359,Self-Employed,Home,4,Low,0
9803,45,10276,38142,36,681,Unemployed,Home,0,Low,0
9804,39,5670,49329,24,372,Employed,Car,3,High,1
9805,60,11098,8045,24,422,Self-Employed,Education,0,Low,0
9806,22,5521,19728,60,766,Employed,Car,1,High,1
9807,39,3875,34713,24,588,Unemployed,Home,2,Low,0
9808,21,5958,18838,48,815,Employed,Business,3,Low,1
9809,47,4136,27659,36,780,Self-Employed,Car,4,Low,1
9810,55,12788,43717,36,536,Self-Employed,Car,4,High,1
9811,61,11045,38573,24,471,Unemployed,Education,0,Low,1
9812,25,2506,11352,24,684,Unemployed,Education,2,High,1
9813,58,10599,44238,36,745,Unemployed,Education,3,Low,1
9814,24,7390,28030,24,506,Unemployed,Car,1,High,0
9815,37,10715,38046,60,449,Self-Employed,Education,0,High,1
9816,41,7613,6405,24,450,Self-Employed,Education,3,Low,1
9817,51,8750,46747,24,412,Self-Employed,Home,3,Low,0
9818,42,5050,12150,60,531,Employed,Education,2,Low,1
9819,31,9092,34623,60,787,Employed,Business,4,High,1
9820,54,4397,22716,60,682,Unemployed,Home,2,High,0
9821,35,9912,13065,36,673,Unemployed,Car,0,Low,0
9822,30,13091,17564,24,546,Unemployed,Car,0,Low,0
9823,58,10519,24531,60,439,Self-Employed,Education,2,High,0
9824,52,12027,45760,60,701,Employed,Business,3,High,1
9825,51,3309,8449,36,424,Unemployed,Home,4,High,0
9826,57,9202,38200,48,655,Unemployed,Education,0,Low,0
9827,64,9700,38777,24,538,Self-Employed,Home,2,Low,1
9828,48,6718,12279,48,812,Employed,Education,0,Low,0
9829,51,12727,49809,48,831,Unemployed,Home,4,Low,1
9830,26,7950,10191,60,572,Unemployed,Home,1,Low,1
9831,34,12233,13508,36,476,Unemployed,Car,1,Low,1
9832,43,12726,10307,24,705,Unemployed,Home,3,Low,1
9833,36,12384,9216,24,413,Employed,Business,3,Low,0
9834,45,2755,6365,24,326,Employed,Car,1,Low,1
9835,59,2145,44564,48,717,Unemployed,Education,4,High,1
9836,22,7116,14127,12,761,Self-Employed,Education,2,Low,0
9837,58,14014,24902,36,479,Unemployed,Home,2,Low,0
9838,61,5574,49747,12,546,Self-Employed,Car,4,Low,0
9839,59,11819,40536,48,799,Unemployed,Car,2,Low,1
9840,54,6923,5495,60,616,Unemployed,Education,3,Low,1
9841,60,3858,8592,12,733,Self-Employed,Business,2,Low,1
9842,63,6722,7232,12,532,Unemployed,Business,2,High,0
9843,45,5598,45816,36,668,Employed,Car,3,Low,1
9844,56,2629,24319,48,467,Self-Employed,Car,0,Low,1
9845,36,13358,19667,36,367,Employed,Education,1,High,1
9846,38,5518,18000,60,644,Self-Employed,Car,2,Low,0
9847,33,8558,11719,24,829,Employed,Education,1,Low,0
9848,57,6352,9445,48,351,Unemployed,Business,1,Low,1
9849,47,14106,40135,60,744,Unemployed,Car,4,High,0
9850,54,9429,15776,60,439,Self-Employed,Business,4,Low,1
9851,31,11096,44323,12,708,Employed,Business,4,High,0
9852,21,7555,22289,36,634,Unemployed,Home,0,Low,0
9853,33,9997,16419,12,580,Employed,Education,0,High,0
9854,50,12809,12900,12,704,Employed,Education,1,Low,0
9855,25,12981,31403,24,421,Self-Employed,Education,1,High,1
9856,38,2107,33298,36,759,Unemployed,Home,1,Low,1
9857,34,11234,32156,24,338,Self-Employed,Education,1,Low,0
9858,33,11580,42365,60,374,Self-Employed,Home,3,Low,0
9859,52,11868,29037,24,516,Unemployed,Car,1,Low,1
9860,27,7498,10009,60,545,Employed,Home,4,Low,0
9861,28,6255,12235,12,717,Self-Employed,Business,1,Low,1
9862,27,6195,31091,24,502,Unemployed,Education,4,High,1
9863,36,10456,45726,36,818,Employed,Home,4,Low,1
9864,63,5821,43056,24,595,Employed,Home,1,Low,0
9865,51,12989,43904,60,749,Employed,Home,1,High,0
9866,47,13312,16195,48,527,Self-Employed,Home,2,Low,1
9867,53,2676,44374,36,402,Self-Employed,Car,4,High,1
9868,49,13678,31248,60,391,Unemployed,Car,1,Low,0
9869,28,7178,31226,48,656,Employed,Car,1,High,0
9870,53,12898,25779,36,445,Employed,Education,2,Low,1
9871,61,7566,15666,48,566,Unemployed,Home,3,Low,1
9872,39,5969,25379,12,418,Employed,Car,4,Low,1
9873,41,7420,36709,12,802,Employed,Education,4,High,1
9874,61,2607,47850,24,563,Unemployed,Business,2,Low,1
9875,41,7674,46266,24,575,Unemployed,Business,3,High,1
9876,45,13617,35818,24,358,Self-Employed,Education,0,Low,1
9877,62,7888,45537,24,646,Self-Employed,Home,2,High,0
9878,43,7332,35949,48,485,Self-Employed,Home,1,Low,1
9879,31,9356,30853,36,414,Unemployed,Business,1,Low,0
9880,53,8786,39195,36,661,Self-Employed,Home,1,High,0
9881,40,4394,26997,24,535,Employed,Home,0,Low,1
9882,45,13051,40870,12,741,Self-Employed,Home,1,Low,0
9883,46,10070,39114,60,562,Self-Employed,Home,0,High,0
9884,60,11352,46588,24,350,Self-Employed,Car,2,Low,1
9885,32,7149,34871,24,650,Unemployed,Car,0,High,0
9886,52,8289,6961,12,716,Employed,Home,1,High,1
9887,53,12039,42380,60,312,Unemployed,Education,4,Low,1
9888,30,14249,47507,48,693,Employed,Car,1,Low,1
9889,24,11683,10690,48,831,Self-Employed,Home,0,High,1
9890,35,4021,20168,60,512,Self-Employed,Car,0,Low,1
9891,26,9784,10458,60,569,Employed,Education,3,Low,1
9892,47,6598,31942,48,339,Unemployed,Education,3,Low,1
9893,25,5015,15033,24,480,Unemployed,Car,3,Low,1
9894,25,7310,13047,24,564,Self-Employed,Home,1,Low,0
9895,38,14758,9902,12,405,Employed,Home,0,Low,1
9896,48,12929,6496,60,786,Employed,Business,3,High,0
9897,55,4048,32664,24,703,Employed,Home,4,High,0
9898,42,14397,47203,24,689,Employed,Education,2,Low,1
9899,54,7969,9582,12,422,Self-Employed,Education,2,Low,1
9900,24,14146,34482,60,336,Unemployed,Education,3,High,0
9901,38,2893,39811,12,802,Self-Employed,Business,3,High,1
9902,61,11279,41144,12,826,Employed,Business,3,Low,0
9903,46,14340,46476,48,391,Unemployed,Business,2,Low,1
9904,62,12501,36872,12,399,Self-Employed,Education,3,Low,1
9905,42,13792,22218,60,754,Employed,Car,4,Low,1
9906,53,8087,22007,24,693,Self-Employed,Home,4,Low,1
9907,63,4933,25366,24,804,Employed,Home,4,Low,1
9908,34,4281,34827,48,416,Self-Employed,Car,4,Low,1
9909,51,10264,43208,60,790,Self-Employed,Car,0,Low,1
9910,30,3380,38264,24,641,Self-Employed,Home,3,High,1
9911,44,2483,36607,12,725,Employed,Home,1,Low,1
9912,41,11221,32005,36,769,Unemployed,Business,0,Low,1
9913,28,13973,48223,36,433,Unemployed,Business,1,Low,1
9914,52,5779,36475,36,479,Employed,Car,1,High,1
9915,51,8101,21926,36,511,Unemployed,Car,0,Low,1
9916,54,12023,38683,12,817,Unemployed,Education,3,High,0
9917,43,6954,23185,24,712,Self-Employed,Car,0,Low,1
9918,45,12212,16274,48,656,Self-Employed,Car,2,Low,1
9919,27,7953,38947,12,752,Employed,Education,4,Low,1
9920,39,8280,48215,24,734,Employed,Home,0,Low,1
9921,27,2778,39839,60,376,Self-Employed,Business,0,Low,1
9922,28,5475,46766,24,582,Employed,Education,2,Low,1
9923,34,6723,32314,24,836,Employed,Car,4,Low,0
9924,21,8886,44913,24,720,Unemployed,Car,1,Low,1
9925,33,8713,47494,12,450,Employed,Home,2,Low,1
9926,23,13469,35288,24,802,Employed,Business,3,Low,0
9927,48,10601,30892,24,814,Self-Employed,Business,0,High,1
9928,58,3059,30682,60,634,Employed,Business,0,Low,1
9929,35,8373,6589,60,711,Self-Employed,Business,2,Low,1
9930,56,9394,35809,36,554,Employed,Home,0,Low,0
9931,23,4309,23870,12,517,Unemployed,Education,4,High,1
9932,24,3600,13679,24,507,Self-Employed,Home,4,Low,0
9933,25,14735,13803,36,589,Employed,Car,2,Low,1
9934,46,4233,47357,36,584,Employed,Home,2,Low,1
9935,45,11844,44982,12,815,Unemployed,Car,2,High,1
9936,30,9353,48153,36,531,Employed,Home,3,Low,1
9937,28,11489,32650,36,631,Unemployed,Business,0,Low,1
9938,32,2351,14529,12,506,Self-Employed,Business,1,Low,1
9939,23,13414,33998,48,660,Self-Employed,Education,1,High,0
9940,47,12623,15392,36,650,Employed,Business,1,High,1
9941,43,8469,42265,60,672,Self-Employed,Home,2,Low,0
9942,60,10656,9583,36,400,Unemployed,Car,3,Low,1
9943,53,12705,31690,12,843,Unemployed,Education,3,Low,1
